城市 区 方位 房屋名 大小 租赁方式 朝向 月租 计费方式 几室 几厅 几卫 入住 租期 看房 所在楼层 总楼高 电梯 车位 用水 用电 燃气 供暖 
4 1 142 150 106 1 2 7300 0 3 2 1 2 0 4 3 14 2 0 1 1 2 2
4 13 74 318 10 1 1 1650 3 4 1 2 2 12 4 3 6 1 2 1 1 1 2
4 9 134 418 84 1 2 6600 0 2 2 1 2 0 4 1 17 2 0 1 1 1 0
4 1 142 1027 68 1 2 5650 0 2 2 2 2 0 4 -2 15 2 0 1 1 2 0
4 1 142 513 96 1 2 5500 0 2 2 1 2 0 4 2 13 2 0 1 1 2 0
4 6 5 1085 25 1 2 3200 3 1 1 1 2 24 4 3 6 1 0 1 1 1 0
4 13 83 1054 128 1 2 12000 0 3 2 2 2 0 4 3 13 2 0 1 1 2 0
4 1 142 797 135 1 2 7600 0 3 2 2 2 0 4 1 29 2 0 1 1 1 0
4 3 9 467 48 1 2 6900 3 1 1 1 2 12 4 3 7 1 0 1 1 1 2
4 6 131 377 10 1 2 1700 3 3 2 1 2 12 4 2 34 2 2 1 1 1 2
4 2 158 191 16 1 2 1300 3 4 1 3 2 12 4 2 12 2 2 1 1 1 2
4 13 3 195 15 1 2 2080 3 1 0 1 2 12 4 3 3 1 1 1 1 1 2
4 13 83 104 44 1 2 4500 0 1 1 1 2 0 4 1 6 1 0 1 1 1 0
4 13 92 1478 18 1 1 1350 3 1 0 1 2 12 4 3 3 0 0 0 0 0 0
4 12 76 869 64 1 2 7700 0 2 1 1 2 0 4 3 24 2 0 1 1 2 2
4 12 160 976 37 1 2 4760 0 1 1 1 2 0 4 3 6 1 0 1 1 2 0
4 12 26 325 47 1 2 5400 0 2 1 1 2 0 4 3 6 1 0 1 1 2 0
4 12 76 138 40 1 2 6300 0 1 1 1 2 0 4 2 5 2 0 1 1 1 0
4 12 54 1169 66 1 2 4730 0 2 1 1 2 0 4 1 6 1 0 0 0 2 2
4 7 145 173 9 1 1 3130 1 4 1 2 2 12 4 3 24 0 0 0 0 0 0
4 3 21 12 102 1 2 14000 0 2 2 1 2 0 4 3 31 2 0 1 1 2 2
4 6 5 1061 36 1 2 3300 3 1 1 1 2 12 4 2 8 2 0 1 1 2 0
4 8 47 463 46 1 1 6800 5 1 1 1 2 36 4 2 22 2 2 1 1 2 2
4 12 76 1504 94 1 2 12600 0 2 2 1 2 0 4 1 10 2 0 1 1 2 2
4 13 84 553 51 1 2 5900 0 1 1 1 2 0 4 3 28 2 0 1 1 2 2
4 8 47 238 25 1 2 4200 1 1 0 1 2 12 1 3 4 1 0 1 1 2 2
4 3 21 1236 14 1 2 3600 3 4 1 2 2 12 4 1 28 2 0 1 1 2 0
4 9 20 158 86 1 2 4800 0 2 2 1 2 0 4 2 6 1 0 1 1 1 0
4 12 76 992 95 1 2 12000 0 2 2 1 2 0 4 2 22 2 0 1 1 2 0
4 13 83 105 88 1 2 9800 0 2 2 1 2 0 4 3 33 2 0 0 0 2 0
4 13 83 28 99 1 2 9300 0 2 2 1 2 0 4 1 8 2 0 1 1 1 0
4 4 125 1490 23 1 2 1480 3 1 1 1 2 24 4 2 18 1 1 1 1 2 1
4 12 76 1445 110 1 2 13888 0 2 2 2 2 0 4 2 34 2 0 1 1 2 0
4 9 93 821 62 1 2 4700 0 2 1 1 2 0 4 3 6 1 0 1 1 2 0
4 1 142 231 55 1 2 3700 0 1 1 1 2 0 4 2 11 2 0 1 1 1 0
4 13 78 754 23 1 2 1500 3 3 0 1 2 12 4 1 12 2 0 1 1 2 0
4 9 20 1237 80 1 2 5300 0 3 1 1 2 0 4 3 6 1 0 1 1 2 0
4 9 97 923 15 1 2 1850 3 5 1 5 2 24 1 2 6 1 2 1 1 1 0
4 5 110 74 10 1 3 2530 1 4 1 2 2 12 4 3 24 2 0 1 1 2 0
4 10 157 616 6 1 4 1730 1 3 1 1 2 12 4 3 31 1 0 1 1 2 0
4 13 41 1148 18 1 2 2300 1 3 1 1 2 12 4 3 16 2 0 1 1 2 0
4 8 32 555 46 1 2 6500 1 1 1 1 2 24 1 3 7 1 0 1 1 2 2
4 12 17 1371 53 1 2 3700 0 2 0 1 2 0 3 1 6 1 0 1 1 1 0
4 12 99 825 63 1 2 3800 0 2 1 2 1 0 1 3 6 1 0 1 1 1 0
4 6 68 217 28 1 2 2380 1 5 1 2 2 12 4 1 6 0 2 0 0 0 0
4 6 5 1061 32 1 2 3300 3 1 1 1 2 12 4 3 5 2 0 1 1 2 0
4 12 76 635 37 1 2 3900 1 1 0 1 1 36 3 3 6 1 0 1 1 1 0
4 12 24 1411 32 1 2 4300 1 1 1 1 1 36 1 2 6 1 0 1 1 2 0
4 13 83 1480 9 1 4 1630 3 3 1 1 2 12 4 2 6 0 0 1 1 0 0
4 10 157 1072 28 1 2 2450 3 1 1 1 2 12 4 3 2 1 2 1 1 1 2
4 1 142 439 89 1 2 6200 0 3 2 1 2 0 4 2 18 2 0 1 1 2 2
4 12 26 1535 63 1 2 5400 0 2 1 1 2 0 4 2 6 1 0 1 1 1 0
4 12 129 484 59 1 2 4800 0 2 1 1 2 0 4 3 6 1 0 1 1 2 0
4 3 91 33 84 1 2 12500 0 1 2 1 2 0 4 3 35 2 0 1 1 2 2
4 3 116 1468 55 1 2 7300 1 2 1 1 2 12 1 2 7 1 0 1 1 1 0
4 12 160 1361 42 1 2 5460 0 1 1 1 2 0 4 3 18 2 0 1 1 2 2
4 8 95 571 45 1 8 6800 3 1 1 1 2 12 4 2 29 2 2 1 1 1 1
4 3 21 548 60 1 2 10500 0 2 1 1 2 0 4 2 3 1 0 1 1 1 0
4 12 102 681 20 1 2 2800 3 2 1 2 2 12 4 2 30 2 2 1 1 2 2
4 9 86 1049 17 1 2 1700 3 3 1 1 2 12 4 1 18 2 2 1 1 2 0
4 12 76 1497 67 1 2 6500 0 1 2 1 2 0 4 3 18 2 0 1 1 2 0
4 12 54 429 70 1 2 4890 0 2 1 1 2 0 4 1 6 1 0 1 1 2 2
4 12 26 1553 39 1 2 4760 0 1 1 1 2 0 4 3 7 1 0 1 1 1 0
4 12 99 1305 114 1 2 6030 0 4 1 2 2 0 4 3 6 1 0 1 1 1 0
4 6 28 413 20 1 2 2000 3 4 1 1 2 12 4 3 6 1 2 1 1 1 0
4 13 41 880 38 1 2 3600 0 1 0 1 2 0 4 1 6 1 0 1 1 1 0
4 13 3 806 52 1 2 5600 0 1 1 1 2 0 4 2 6 1 0 1 1 2 2
4 12 26 654 77 1 2 7680 0 2 2 1 2 0 4 3 6 1 0 1 1 1 0
4 12 76 211 65 1 2 7688 0 1 2 1 2 0 4 2 26 2 0 1 1 2 0
4 12 160 220 87 1 2 10800 0 2 2 1 2 0 4 2 17 2 0 1 1 1 0
4 13 83 400 76 1 2 5300 0 2 2 1 0 0 4 3 6 1 0 1 1 1 0
4 12 102 491 21 1 2 2600 3 2 1 2 2 12 4 2 20 2 2 1 1 2 2
4 13 92 653 12 1 8 1500 1 4 1 1 1 12 4 1 16 1 2 2 2 1 2
4 9 86 841 28 1 2 1800 3 3 1 1 2 12 4 2 6 1 2 1 1 1 0
4 13 83 1457 48 1 2 5700 0 2 1 1 2 0 4 2 6 1 0 1 1 1 0
4 13 3 121 78 1 2 5600 0 2 1 1 2 0 4 3 6 1 0 1 1 1 0
4 12 76 34 66 1 2 11888 0 1 2 1 2 0 4 3 9 2 0 1 1 2 0
4 13 137 141 39 1 2 4800 0 1 1 1 2 0 4 3 6 1 0 1 1 1 0
4 12 76 1467 89 1 2 8990 0 2 2 1 2 0 4 1 18 2 0 1 1 1 0
4 12 76 614 69 1 3 7400 0 2 1 1 2 0 4 2 24 2 0 1 1 1 0
4 3 56 1154 69 1 2 8000 1 2 1 1 2 12 4 3 18 2 0 1 1 2 0
4 3 19 383 40 1 8 4500 5 1 1 1 2 12 4 3 7 1 2 1 1 1 2
4 13 137 165 30 1 2 4400 0 1 1 1 2 0 4 3 6 1 0 1 1 1 0
4 13 83 1457 57 1 2 5800 0 2 1 1 2 0 4 3 6 1 0 1 1 1 0
4 9 20 1086 46 1 2 3500 0 1 1 1 2 0 4 1 6 1 0 1 1 1 0
4 9 134 1247 70 1 2 4000 0 2 1 1 2 0 4 3 6 1 0 1 1 1 0
4 8 47 743 40 1 2 5500 1 1 1 1 2 36 1 3 7 2 0 1 1 2 2
4 6 75 710 33 1 2 3000 0 1 0 1 2 0 1 2 6 1 0 1 1 1 0
4 6 5 1061 36 1 2 2680 3 1 1 1 2 12 4 2 8 2 0 1 1 2 0
4 6 89 135 36 1 2 3300 0 1 1 1 1 0 1 2 6 1 0 1 1 1 0
4 12 26 977 47 1 2 4000 0 1 1 1 1 0 1 3 6 1 0 1 1 1 0
4 9 86 1370 15 1 2 1050 3 2 1 1 2 12 4 2 6 1 0 1 1 1 0
4 11 70 355 44 1 2 1100 0 1 1 1 2 0 1 1 5 1 0 1 1 1 0
4 13 78 374 15 1 2 1600 3 3 1 1 2 12 4 2 16 2 2 1 1 1 0
4 12 54 728 43 1 2 4200 1 1 1 1 2 24 1 2 6 1 0 1 1 1 0
4 12 54 73 40 1 2 3200 0 1 1 1 2 0 3 2 6 1 0 1 1 1 0
4 3 56 438 46 1 2 6600 1 1 1 1 2 24 1 1 26 2 0 1 1 2 0
4 12 164 1141 46 1 2 3400 0 1 1 1 2 0 1 2 6 1 0 0 0 1 0
4 3 9 1230 32 1 2 4600 1 1 1 1 2 0 1 2 6 1 0 1 1 1 0
4 12 54 372 35 1 1 3500 4 1 1 1 2 36 4 2 6 1 0 1 1 1 2
4 12 54 728 37 1 2 3000 0 1 1 1 2 0 1 2 6 1 0 1 1 1 0
4 3 56 828 14 1 1 2990 1 3 1 1 2 12 4 1 26 2 0 1 1 2 0
4 13 58 941 28 1 2 2300 0 1 0 1 2 0 1 3 5 1 0 1 1 1 0
4 12 24 458 12 1 2 3190 1 3 1 1 2 12 4 1 29 2 0 1 1 2 0
4 5 80 89 12 1 2 2430 1 2 1 1 2 12 4 3 6 1 0 1 1 2 0
4 3 133 311 65 1 2 9800 3 1 1 1 2 12 4 2 3 1 0 1 1 2 0
4 3 116 1155 55 1 2 9000 0 2 1 1 2 0 3 2 7 1 0 1 1 1 0
4 12 76 1117 37 1 6 4850 0 1 1 1 2 0 4 1 7 1 0 1 1 1 0
4 3 19 767 76 1 3 8200 1 2 1 1 1 24 1 2 25 2 0 1 1 1 0
4 3 116 1363 61 1 2 6800 0 2 1 1 1 0 1 2 7 1 0 1 1 1 0
4 12 46 675 13 1 3 4190 1 4 1 2 2 12 4 1 27 2 0 1 1 2 0
4 12 54 707 17 1 2 2100 1 4 1 1 2 12 4 1 6 1 2 1 1 2 0
4 17 128 1433 21 1 2 1350 3 1 0 1 2 12 4 1 4 1 0 2 2 1 0
4 8 47 78 35 1 2 4200 1 1 1 1 2 0 1 3 7 1 0 1 1 2 0
4 12 54 429 51 1 2 3500 0 1 1 1 2 0 1 3 6 1 0 1 1 2 2
4 3 91 1124 78 1 2 7500 1 2 1 1 2 24 1 1 24 2 0 1 1 2 2
4 3 116 204 56 1 6 7000 1 1 1 1 2 12 1 1 27 2 0 1 1 1 0
4 3 1 961 34 1 2 5000 1 1 1 1 1 12 1 3 7 2 0 1 1 1 0
4 12 22 963 20 1 3 3500 1 1 0 1 2 24 1 2 3 1 0 1 1 1 0
4 3 116 1155 35 1 2 5000 0 1 0 1 2 0 3 3 7 1 0 1 1 1 0
4 12 76 992 55 1 2 8500 0 1 1 1 2 0 4 1 27 2 0 1 1 2 2
4 9 97 1460 8 1 2 1600 3 4 2 3 2 36 4 2 7 2 0 1 1 1 0
4 10 90 605 31 1 2 1600 0 1 0 0 1 0 1 -1 1 1 0 0 0 2 2
4 14 60 308 8 1 2 2560 1 3 1 1 2 12 4 2 16 2 0 1 1 2 0
4 14 60 1349 16 1 2 2930 1 3 1 1 2 12 4 3 6 1 0 1 1 2 0
4 6 52 1485 37 1 2 1200 0 1 0 0 2 0 1 -1 1 1 0 0 0 1 0
4 12 76 1335 23 1 2 2900 3 3 1 2 2 12 4 3 33 2 1 1 1 2 1
4 12 76 1335 25 1 2 3000 3 4 1 3 2 12 4 2 30 2 2 1 1 2 0
4 12 54 73 41 1 2 3000 0 1 0 1 1 0 1 2 6 1 0 1 1 1 0
4 3 116 205 89 1 2 9500 1 2 1 1 2 24 1 1 30 2 0 1 1 1 0
4 3 162 109 90 1 2 9000 1 2 2 1 2 12 4 1 24 2 0 1 1 2 0
4 12 76 613 38 1 2 4500 1 1 0 1 2 24 4 2 6 1 0 1 1 1 0
4 8 95 646 49 1 2 6500 1 1 1 1 2 36 1 2 25 2 0 1 1 2 0
4 13 29 1224 9 1 4 1460 1 3 1 1 2 12 4 3 6 0 0 0 0 0 0
4 8 32 1332 45 1 1 4600 1 1 1 1 2 12 1 3 2 1 0 1 1 2 1
4 12 99 1305 67 1 2 3400 0 2 1 1 2 0 1 1 6 1 0 1 1 1 0
4 12 54 1021 32 1 2 4190 1 1 1 1 2 12 4 3 6 1 0 1 1 2 0
4 9 42 309 54 1 2 1900 0 1 1 1 2 0 1 2 18 2 0 1 1 1 0
4 8 47 532 29 1 4 4400 1 1 0 1 2 24 1 2 4 1 0 1 1 2 0
4 3 39 21 47 1 2 7200 1 2 0 1 1 36 1 3 4 1 0 1 1 1 0
4 6 5 1061 36 1 2 3300 3 1 1 1 2 12 4 2 8 2 0 1 1 2 0
4 12 129 1505 33 1 2 2700 0 1 0 1 1 0 1 3 6 1 0 1 1 1 0
4 9 135 772 17 1 1 1800 3 5 0 2 2 12 4 3 6 1 0 1 1 1 0
4 9 20 844 68 1 2 4800 0 2 1 1 2 0 4 3 6 1 0 1 1 1 0
4 8 95 1273 22 1 2 4800 1 1 1 1 2 24 1 2 4 1 0 1 1 1 0
4 9 45 803 75 1 2 7200 0 2 2 1 2 0 4 1 6 1 0 1 1 1 0
4 9 134 418 117 1 2 8600 0 3 2 2 2 0 4 2 17 2 0 1 1 1 0
4 13 104 1132 60 1 2 1800 3 2 1 1 2 12 1 3 6 1 0 1 1 1 0
4 11 70 1488 74 1 2 1400 0 1 1 1 2 0 1 1 5 1 0 1 1 1 0
4 12 76 1603 34 1 2 4300 1 1 1 1 2 36 1 2 6 1 2 1 1 2 2
4 13 92 589 10 1 4 1200 3 5 0 1 2 12 4 3 18 0 0 0 0 0 0
4 14 60 892 57 1 2 1950 0 3 0 1 2 0 1 3 6 1 0 1 1 2 0
4 12 99 785 40 1 2 3800 0 1 1 1 2 0 1 1 6 1 0 1 1 1 0
4 3 19 1045 99 1 2 8000 1 2 2 1 2 36 1 3 7 1 0 1 1 1 0
4 12 106 1600 47 1 2 4500 1 1 1 1 2 12 1 3 6 1 0 1 1 1 0
4 13 92 580 20 1 2 2050 3 4 0 1 2 12 4 1 18 0 0 0 0 0 0
4 12 99 1239 62 1 2 4500 0 2 1 1 2 0 1 3 29 2 0 1 1 2 0
4 3 9 1158 68 1 2 6900 1 2 1 1 2 24 1 1 29 2 0 1 1 2 0
4 12 26 798 25 1 2 2600 3 3 1 1 2 12 4 2 25 2 2 1 1 2 0
4 12 26 750 48 1 6 4200 0 1 1 1 1 0 1 3 6 1 0 1 1 1 0
4 12 102 681 27 1 2 2700 3 3 0 3 2 12 4 1 34 2 0 1 1 2 0
4 3 116 1041 29 1 2 5000 1 1 0 1 2 12 1 1 6 1 0 1 1 1 0
4 12 76 1603 34 1 2 4300 0 1 0 1 2 0 1 2 6 1 0 1 1 2 2
4 3 9 959 32 1 2 5000 1 1 0 1 2 36 1 3 6 1 0 1 1 1 0
4 9 20 342 39 1 2 4000 0 1 1 1 2 0 4 3 6 1 0 1 1 1 0
4 13 29 766 20 1 2 1890 1 4 1 2 2 12 4 2 13 2 0 1 1 2 0
4 8 95 1096 55 1 2 5700 1 2 1 1 2 12 1 3 5 1 0 1 1 1 0
4 1 15 842 8 1 4 1288 3 3 2 2 2 12 4 2 18 2 0 1 1 2 0
4 6 52 801 10 1 2 2180 3 4 2 2 2 12 4 2 33 2 2 1 1 2 2
4 13 104 354 71 1 2 1600 1 1 1 1 2 24 1 2 13 2 0 1 1 1 2
4 12 76 1117 14 1 2 3790 1 2 1 1 2 12 4 3 7 1 0 1 1 2 0
4 13 85 15 55 1 2 1500 0 1 1 1 2 12 1 1 6 1 0 1 1 1 0
4 9 86 1355 80 1 2 1800 3 2 1 1 2 3 3 3 17 2 0 1 1 2 0
4 9 86 1446 57 1 2 1800 0 1 1 1 2 0 1 1 17 2 0 1 1 2 0
4 4 125 486 15 1 2 1100 3 3 1 1 2 12 4 2 15 0 0 0 0 0 0
4 8 47 778 40 1 2 6000 1 1 0 1 2 36 4 3 6 1 0 1 1 2 0
4 5 8 578 23 1 2 2400 0 2 0 1 2 0 1 3 5 1 0 1 1 1 0
4 13 85 1000 57 1 2 1100 0 1 1 1 2 12 1 -2 11 2 0 1 1 2 0
4 17 144 320 98 1 2 1300 0 2 2 1 2 0 1 2 4 1 0 1 1 1 2
4 3 9 837 15 1 2 3000 1 1 0 1 2 0 1 3 6 1 0 1 1 2 2
4 13 78 609 18 1 2 1880 3 4 1 1 2 12 4 3 6 1 2 1 1 2 0
4 9 42 1025 43 1 6 1600 1 1 1 1 2 0 1 1 5 1 0 1 1 2 0
4 3 133 833 50 1 2 9300 1 1 1 1 2 12 4 3 1 1 0 1 1 2 2
4 8 146 737 27 1 2 5500 1 1 0 1 2 24 1 2 6 1 0 1 1 1 0
4 8 95 172 25 1 2 6800 0 1 1 1 2 0 1 3 31 2 0 1 1 2 2
4 13 104 283 129 1 2 1000 1 3 2 2 2 24 1 2 6 1 0 1 1 1 0
4 13 85 1131 49 1 2 1800 0 2 2 1 2 0 1 1 5 1 0 1 1 2 2
4 3 19 1552 32 1 2 5200 0 1 0 1 2 0 1 1 6 1 0 1 1 1 0
4 3 21 291 84 1 1 9300 1 2 2 1 2 12 4 2 30 2 0 1 1 1 0
4 8 47 722 42 1 2 6000 1 1 1 1 2 12 1 3 6 1 0 1 1 2 2
4 12 129 484 53 1 2 4500 0 2 1 1 2 0 1 2 6 1 0 1 1 2 0
4 12 102 681 23 1 2 2400 3 3 1 3 2 12 4 3 35 2 0 1 1 2 0
4 12 102 681 24 1 2 2600 3 3 1 3 2 12 4 1 35 2 0 1 1 2 0
4 13 41 60 6 1 4 2290 1 3 1 1 2 12 4 3 6 1 0 1 1 2 0
4 13 85 1399 57 1 2 1800 0 2 1 1 2 0 3 3 5 1 0 1 1 2 0
4 4 69 1196 15 1 4 1499 3 3 0 3 2 24 4 2 5 2 0 1 1 2 0
4 1 81 1406 81 1 2 1400 0 2 1 1 2 0 1 3 8 1 0 0 0 0 0
4 13 58 1447 25 1 2 2100 5 1 0 1 2 12 4 1 6 1 2 1 1 1 0
4 6 5 1173 44 1 2 3300 0 1 1 1 2 0 1 3 6 1 0 1 1 1 0
4 13 92 140 20 1 2 1700 3 4 1 1 2 12 4 1 14 2 2 2 2 1 0
4 13 55 1501 20 1 2 1800 0 1 1 1 2 0 1 3 4 1 0 1 1 1 0
4 12 46 1135 28 1 2 3800 1 1 0 1 2 12 1 3 5 1 0 1 1 1 0
4 13 92 140 12 1 2 1300 3 3 1 1 2 12 4 3 14 2 2 2 2 1 0
4 13 85 1313 59 1 2 1800 0 1 1 1 2 0 1 1 6 1 0 1 1 2 1
4 12 102 681 22 1 2 2700 3 2 1 1 2 12 4 2 35 2 0 1 1 2 0
4 12 102 681 25 1 2 2800 3 4 1 4 2 12 4 3 30 2 0 1 1 2 0
4 13 78 1554 17 1 2 1400 1 3 0 2 2 24 4 2 6 1 2 1 1 1 0
4 3 116 1511 31 1 2 3600 1 1 0 1 2 24 1 3 7 1 0 1 1 1 0
4 13 78 1554 23 1 2 1800 1 3 0 2 2 24 4 2 6 1 2 1 1 1 0
4 13 85 1399 79 1 2 1100 0 1 1 1 2 0 1 3 14 2 0 1 1 1 0
4 13 161 1542 65 1 2 2000 1 2 1 1 2 12 1 2 5 1 0 1 1 1 0
4 13 78 1554 18 1 2 1450 1 3 0 2 2 24 4 2 6 1 2 1 1 1 0
4 13 78 1554 18 1 2 1600 3 3 1 1 2 12 4 1 16 2 2 1 1 1 0
4 13 78 1554 16 1 2 1950 1 4 1 4 2 24 4 2 6 1 2 1 1 1 2
4 11 6 1123 54 1 0 1000 0 1 1 1 0 0 0 3 21 1 0 1 1 1 0
4 3 133 1026 44 1 6 7600 1 2 0 1 2 12 1 2 5 1 0 1 1 1 0
4 13 71 883 12 1 4 1300 3 3 1 1 2 12 4 1 17 2 2 2 2 1 2
4 13 78 1554 18 1 2 1700 3 1 0 0 2 12 4 2 18 2 0 1 1 1 0
4 8 47 743 59 1 2 6800 1 2 0 1 2 12 1 2 24 2 0 1 1 2 2
4 3 38 41 107 1 2 9500 1 2 2 2 2 24 1 2 22 2 0 1 1 2 2
4 13 37 282 15 1 4 1350 3 4 1 2 2 12 4 1 6 2 2 1 1 1 0
4 4 96 55 12 1 4 1200 3 5 2 2 2 12 4 3 6 0 0 0 0 0 0
4 12 150 303 69 1 2 4300 1 2 1 1 2 12 1 3 6 1 0 0 0 2 0
4 13 100 891 87 1 2 1900 0 2 2 1 2 0 1 2 13 2 0 1 1 2 2
4 13 78 290 22 1 2 2250 3 3 1 1 2 12 4 2 11 2 2 1 1 2 0
4 6 68 1033 31 1 2 3000 0 1 0 1 2 0 1 3 5 1 0 1 1 1 0
4 8 32 565 52 1 2 6000 1 2 1 1 2 12 1 3 6 1 0 1 1 2 2
4 9 118 1561 31 1 2 1590 3 1 1 1 2 12 4 1 8 2 2 2 2 1 2
4 3 19 767 55 1 1 6000 1 1 1 1 1 12 1 2 25 2 0 1 1 1 0
4 3 133 1455 46 1 2 8500 1 1 1 1 1 12 1 2 5 1 0 1 1 1 0
4 9 97 1024 10 1 7 1600 3 3 1 1 2 12 4 3 6 1 2 1 1 1 2
4 3 9 1604 41 1 6 4700 1 1 1 1 2 12 1 3 6 1 0 1 1 2 2
4 3 56 1154 65 1 2 9500 1 2 1 1 1 12 1 2 22 2 0 1 1 2 0
4 3 133 1197 40 1 2 7500 1 1 0 1 2 24 1 3 6 1 0 1 1 1 0
4 13 101 1327 48 1 2 1200 0 1 1 1 2 0 1 -2 4 1 0 1 1 1 0
4 6 5 1061 30 1 2 2700 3 1 1 1 2 12 4 2 11 2 0 1 1 2 0
4 8 95 571 40 1 3 6200 1 1 1 1 2 12 1 2 29 2 0 1 1 1 1
4 3 116 1363 44 1 2 4500 0 2 0 1 2 0 1 3 7 1 0 1 1 1 0
4 12 102 681 25 1 2 2800 3 3 1 3 2 12 4 3 35 2 0 1 1 2 0
4 3 56 438 37 1 2 5600 1 1 1 1 2 12 1 3 7 2 0 1 1 2 2
4 17 144 1425 92 1 2 1500 0 2 1 1 2 0 1 2 5 1 0 1 1 1 0
4 8 47 349 34 1 4 4000 1 1 0 1 2 24 1 3 6 1 0 1 1 2 2
4 8 146 326 32 1 7 4500 1 1 1 1 2 24 1 3 2 1 0 0 0 0 0
4 12 102 681 26 1 4 2500 3 4 0 4 2 12 4 3 35 2 2 1 1 2 1
4 12 76 626 41 1 2 4200 1 1 1 1 1 24 1 3 6 1 0 1 1 2 0
4 12 102 681 17 1 2 2350 3 3 1 2 2 12 4 3 25 2 1 1 1 2 1
4 6 68 217 53 1 2 2800 0 1 0 1 2 0 3 3 5 1 0 1 1 1 0
4 11 6 689 51 1 2 1300 0 1 1 1 2 0 1 1 10 1 0 1 1 1 0
4 12 26 1119 41 1 2 4000 1 1 1 1 2 36 4 3 6 1 2 1 1 2 2
4 13 161 396 53 1 2 2000 0 1 1 1 2 24 3 3 4 1 0 1 1 1 0
4 8 95 646 52 1 2 6000 0 1 1 1 2 0 1 2 25 2 0 1 1 2 0
4 12 54 636 44 1 2 3400 0 1 1 1 2 0 3 2 6 1 0 1 1 1 0
4 17 67 1050 64 1 2 1600 0 2 1 1 2 0 1 3 6 1 0 1 1 1 0
4 12 76 1596 30 1 2 3000 3 3 1 2 2 12 4 2 30 2 2 1 1 2 2
4 6 40 781 13 1 2 2990 1 3 1 1 2 12 4 2 26 2 0 1 1 2 0
4 11 70 88 68 1 2 1200 0 1 2 1 2 0 1 2 24 1 0 0 0 0 0
4 3 39 989 84 1 2 8500 1 2 1 1 2 36 1 1 20 2 0 1 1 1 0
4 3 56 1154 64 1 6 9500 1 2 1 1 2 12 1 1 32 2 0 1 1 2 0
4 13 85 1187 104 1 2 2000 0 2 2 1 2 0 1 2 6 1 0 1 1 2 2
4 13 85 637 56 1 2 1900 1 1 1 1 2 12 1 3 17 1 0 2 2 1 0
4 6 131 377 10 1 2 1750 3 3 1 1 2 12 4 3 34 2 0 1 1 1 0
4 8 47 778 26 1 4 5200 1 1 1 1 2 12 1 1 15 2 0 1 1 2 0
4 3 56 1015 42 1 4 6300 0 1 1 1 2 0 1 3 15 2 0 1 1 2 0
4 13 78 290 22 1 2 2000 3 3 1 3 2 12 4 2 6 1 2 1 1 2 0
4 13 78 290 18 1 2 1950 3 3 1 1 2 12 4 2 11 2 2 1 1 2 0
4 13 87 742 14 1 2 2300 1 3 1 2 2 12 4 1 6 1 2 1 1 1 0
4 12 26 1022 39 1 2 4500 0 1 1 1 2 0 1 3 6 1 0 1 1 2 2
4 3 56 1154 69 1 2 9000 1 2 1 1 2 24 1 3 18 2 0 1 1 2 0
4 3 39 304 42 1 2 5300 1 1 1 1 2 24 1 3 6 1 0 1 1 1 0
4 3 116 382 60 1 2 6500 1 2 1 1 1 12 1 3 7 1 0 1 1 2 2
4 8 47 778 38 1 2 5100 1 1 0 1 2 36 1 3 6 1 0 1 1 2 0
4 3 127 1326 54 1 2 7200 1 1 1 1 2 12 1 3 23 2 0 1 1 1 0
4 12 160 370 17 1 2 2400 3 3 1 2 2 12 4 3 4 1 1 1 1 1 1
4 8 47 349 48 1 2 5800 1 2 1 1 2 12 1 1 6 1 0 1 1 2 2
4 12 26 415 38 1 2 4490 1 1 1 1 2 12 4 3 6 1 0 1 1 2 0
4 13 161 103 53 1 2 1300 0 1 1 1 2 0 1 2 4 1 0 1 1 1 0
4 12 160 40 40 1 2 4500 0 1 1 1 2 0 3 2 6 1 0 1 1 2 2
4 8 47 315 21 1 3 3600 1 1 1 1 2 24 1 2 7 1 0 1 1 2 2
4 13 85 190 55 1 2 1100 0 1 1 1 2 0 1 3 5 1 0 1 1 1 0
4 13 37 1087 52 1 2 2200 0 2 1 1 2 0 1 1 5 1 0 1 1 1 0
4 12 26 809 8 1 4 2290 1 3 1 1 2 12 4 3 6 1 2 1 1 2 0
4 12 24 494 15 1 2 1800 0 1 0 0 2 0 1 1 29 1 0 1 1 2 2
4 13 83 975 25 1 2 2150 0 1 1 1 2 0 1 3 3 1 0 0 0 0 0
4 12 160 784 16 1 2 3590 1 4 1 2 2 12 4 3 14 2 0 1 1 2 0
4 12 102 491 35 1 2 3600 3 1 0 1 2 12 4 1 17 2 2 1 1 1 2
4 7 145 18 35 1 2 3500 0 1 1 1 2 0 1 3 7 1 0 1 1 1 0
4 12 150 1142 40 1 2 3500 0 1 1 1 2 0 1 2 6 1 0 1 1 2 2
4 10 57 671 9 1 4 2290 1 3 1 1 2 12 4 3 6 1 0 1 1 2 0
4 11 70 106 80 1 2 1450 0 2 1 1 2 0 1 3 6 1 0 1 1 1 0
4 12 129 484 53 1 2 4500 0 2 0 1 2 0 1 3 6 1 0 1 1 2 0
4 10 57 671 10 1 4 2330 1 4 1 2 2 12 4 1 26 1 0 1 1 2 0
4 3 116 205 12 1 2 2890 1 3 1 1 2 12 4 2 30 2 0 1 1 2 0
4 6 40 1325 27 1 2 3300 1 1 0 1 1 12 1 3 6 1 0 1 1 2 0
