城市 区 方位 房屋名 大小 租赁方式 朝向 月租 计费方式 几室 几厅 几卫 入住 租期 看房 所在楼层 总楼高 电梯 车位 用水 用电 燃气 供暖 
3 13 148 205 119 1 2 7800 0 3 2 2 2 0 4 3 20 2 0 1 1 2 0
3 13 148 504 106 1 2 7300 0 3 2 1 2 0 4 3 14 2 0 1 1 2 2
3 9 154 1030 10 2 1 1650 3 4 1 2 2 12 4 3 6 1 2 1 1 1 2
3 16 99 551 84 1 2 6600 0 2 2 1 2 0 4 1 17 2 0 1 1 1 0
3 13 148 125 68 1 2 5650 0 2 2 2 2 0 4 -2 15 2 0 1 1 2 0
3 13 148 79 96 1 2 5500 0 2 2 1 2 0 4 2 13 2 0 1 1 2 0
3 4 47 220 25 1 2 3200 3 1 1 1 2 24 4 3 6 1 0 1 1 1 0
3 9 62 1535 128 1 2 12000 0 3 2 2 2 0 4 3 13 2 0 1 1 2 0
3 13 148 316 135 1 2 7600 0 3 2 2 2 0 4 1 29 2 0 1 1 1 0
3 1 163 1018 48 1 2 6900 3 1 1 1 2 12 4 3 7 1 0 1 1 1 2
3 4 132 1185 10 2 2 1700 3 3 2 1 2 12 4 2 34 2 2 1 1 1 2
3 17 34 31 16 2 2 1300 3 4 1 3 2 12 4 2 12 2 2 1 1 1 2
3 9 118 1226 15 1 2 2080 3 1 0 1 2 12 4 3 3 1 1 1 1 1 2
3 9 62 154 44 1 2 4500 0 1 1 1 2 0 4 1 6 1 0 1 1 1 0
3 9 7 437 18 1 1 1350 3 1 0 1 2 12 4 3 3 0 0 0 0 0 0
3 10 68 966 64 1 2 7700 0 2 1 1 2 0 4 3 24 2 0 1 1 2 2
3 10 3 1375 37 1 2 4760 0 1 1 1 2 0 4 3 6 1 0 1 1 2 0
3 10 46 982 47 1 2 5400 0 2 1 1 2 0 4 3 6 1 0 1 1 2 0
3 10 68 85 40 1 2 6300 0 1 1 1 2 0 4 2 5 2 0 1 1 1 0
3 10 160 392 66 1 2 4730 0 2 1 1 2 0 4 1 6 1 0 0 0 2 2
3 7 66 271 9 2 1 3130 1 4 1 2 2 12 4 3 24 0 0 0 0 0 0
3 1 49 1270 102 1 2 14000 0 2 2 1 2 0 4 3 31 2 0 1 1 2 2
3 4 47 734 36 1 2 3300 3 1 1 1 2 12 4 2 8 2 0 1 1 2 0
3 12 20 1605 46 1 1 6800 5 1 1 1 2 36 4 2 22 2 2 1 1 2 2
3 10 68 1285 94 1 2 12600 0 2 2 1 2 0 4 1 10 2 0 1 1 2 2
3 9 4 1024 51 1 2 5900 0 1 1 1 2 0 4 3 28 2 0 1 1 2 2
3 12 20 1163 25 1 2 4200 1 1 0 1 2 12 5 3 4 1 0 1 1 2 2
3 1 49 174 14 2 2 3600 3 4 1 2 2 12 4 1 28 2 0 1 1 2 0
3 16 155 510 86 1 2 4800 0 2 2 1 2 0 4 2 6 1 0 1 1 1 0
3 10 68 914 95 1 2 12000 0 2 2 1 2 0 4 2 22 2 0 1 1 2 0
3 9 62 776 88 1 2 9800 0 2 2 1 2 0 4 3 33 2 0 0 0 2 0
3 9 62 590 99 1 2 9300 0 2 2 1 2 0 4 1 8 2 0 1 1 1 0
3 14 131 996 23 1 2 1480 3 1 1 1 2 24 4 2 18 1 1 1 1 2 1
3 10 68 1502 110 1 2 13888 0 2 2 2 2 0 4 2 34 2 0 1 1 2 0
3 16 140 722 62 1 2 4700 0 2 1 1 2 0 4 3 6 1 0 1 1 2 0
3 13 148 518 55 1 2 3700 0 1 1 1 2 0 4 2 11 2 0 1 1 1 0
3 9 30 916 23 2 2 1500 3 3 0 1 2 12 4 1 12 2 0 1 1 2 0
3 16 155 1129 80 1 2 5300 0 3 1 1 2 0 4 3 6 1 0 1 1 2 0
3 16 81 1559 15 2 2 1850 3 5 1 5 2 24 5 2 6 1 2 1 1 1 0
3 11 24 1141 10 2 3 2530 1 4 1 2 2 12 4 3 24 2 0 1 1 2 0
3 2 90 1450 6 2 4 1730 1 3 1 1 2 12 4 3 31 1 0 1 1 2 0
3 9 112 708 18 2 2 2300 1 3 1 1 2 12 4 3 16 2 0 1 1 2 0
3 12 164 520 46 1 2 6500 1 1 1 1 2 24 5 3 7 1 0 1 1 2 2
3 10 38 772 53 1 2 3700 0 2 0 1 2 0 1 1 6 1 0 1 1 1 0
3 10 43 1397 63 1 2 3800 0 2 1 2 1 0 5 3 6 1 0 1 1 1 0
3 4 16 682 28 2 2 2380 1 5 1 2 2 12 4 1 6 0 2 0 0 0 0
3 4 47 734 32 1 2 3300 3 1 1 1 2 12 4 3 5 2 0 1 1 2 0
3 10 68 81 37 1 2 3900 1 1 0 1 1 36 1 3 6 1 0 1 1 1 0
3 10 45 1366 32 1 2 4300 1 1 1 1 1 36 5 2 6 1 0 1 1 2 0
3 9 62 1422 9 2 4 1630 3 3 1 1 2 12 4 2 6 0 0 1 1 0 0
3 2 90 833 28 1 2 2450 3 1 1 1 2 12 4 3 2 1 2 1 1 1 2
3 13 148 337 89 1 2 6200 0 3 2 1 2 0 4 2 18 2 0 1 1 2 2
3 10 46 746 63 1 2 5400 0 2 1 1 2 0 4 2 6 1 0 1 1 1 0
3 10 96 1052 59 1 2 4800 0 2 1 1 2 0 4 3 6 1 0 1 1 2 0
3 1 128 972 84 1 2 12500 0 1 2 1 2 0 4 3 35 2 0 1 1 2 2
3 1 71 1348 55 1 2 7300 1 2 1 1 2 12 5 2 7 1 0 1 1 1 0
3 10 3 1317 42 1 2 5460 0 1 1 1 2 0 4 3 18 2 0 1 1 2 2
3 12 59 312 45 1 8 6800 3 1 1 1 2 12 4 2 29 2 2 1 1 1 1
3 1 49 1061 60 1 2 10500 0 2 1 1 2 0 4 2 3 1 0 1 1 1 0
3 10 129 1339 20 2 2 2800 3 2 1 2 2 12 4 2 30 2 2 1 1 2 2
3 16 21 639 17 2 2 1700 3 3 1 1 2 12 4 1 18 2 2 1 1 2 0
3 10 68 1442 67 1 2 6500 0 1 2 1 2 0 4 3 18 2 0 1 1 2 0
3 10 160 864 70 1 2 4890 0 2 1 1 2 0 4 1 6 1 0 1 1 2 2
3 10 46 343 39 1 2 4760 0 1 1 1 2 0 4 3 7 1 0 1 1 1 0
3 10 43 669 114 1 2 6030 0 4 1 2 2 0 4 3 6 1 0 1 1 1 0
3 4 19 887 20 2 2 2000 3 4 1 1 2 12 4 3 6 1 2 1 1 1 0
3 9 112 328 38 1 2 3600 0 1 0 1 2 0 4 1 6 1 0 1 1 1 0
3 9 118 720 52 1 2 5600 0 1 1 1 2 0 4 2 6 1 0 1 1 2 2
3 10 46 1077 77 1 2 7680 0 2 2 1 2 0 4 3 6 1 0 1 1 1 0
3 10 68 823 65 1 2 7688 0 1 2 1 2 0 4 2 26 2 0 1 1 2 0
3 10 3 1302 87 1 2 10800 0 2 2 1 2 0 4 2 17 2 0 1 1 1 0
3 9 62 975 76 1 2 5300 0 2 2 1 0 0 4 3 6 1 0 1 1 1 0
3 10 129 670 21 2 2 2600 3 2 1 2 2 12 4 2 20 2 2 1 1 2 2
3 9 7 714 12 2 8 1500 1 4 1 1 1 12 4 1 16 1 2 2 2 1 2
3 16 21 1245 28 2 2 1800 3 3 1 1 2 12 4 2 6 1 2 1 1 1 0
3 9 62 1472 48 1 2 5700 0 2 1 1 2 0 4 2 6 1 0 1 1 1 0
3 9 118 1429 78 1 2 5600 0 2 1 1 2 0 4 3 6 1 0 1 1 1 0
3 10 68 654 66 1 2 11888 0 1 2 1 2 0 4 3 9 2 0 1 1 2 0
3 9 153 269 39 1 2 4800 0 1 1 1 2 0 4 3 6 1 0 1 1 1 0
3 10 68 565 89 1 2 8990 0 2 2 1 2 0 4 1 18 2 0 1 1 1 0
3 10 68 221 69 1 3 7400 0 2 1 1 2 0 4 2 24 2 0 1 1 1 0
3 1 28 24 69 1 2 8000 1 2 1 1 2 12 4 3 18 2 0 1 1 2 0
3 1 74 604 40 1 8 4500 5 1 1 1 2 12 4 3 7 1 2 1 1 1 2
3 9 153 65 30 1 2 4400 0 1 1 1 2 0 4 3 6 1 0 1 1 1 0
3 9 62 1472 57 1 2 5800 0 2 1 1 2 0 4 3 6 1 0 1 1 1 0
3 16 155 718 46 1 2 3500 0 1 1 1 2 0 4 1 6 1 0 1 1 1 0
3 16 99 834 70 1 2 4000 0 2 1 1 2 0 4 3 6 1 0 1 1 1 0
3 12 20 11 40 1 2 5500 1 1 1 1 2 36 5 3 7 2 0 1 1 2 2
3 4 17 1213 33 1 2 3000 0 1 0 1 2 0 5 2 6 1 0 1 1 1 0
3 4 47 734 36 1 2 2680 3 1 1 1 2 12 4 2 8 2 0 1 1 2 0
3 4 159 744 36 1 2 3300 0 1 1 1 1 0 5 2 6 1 0 1 1 1 0
3 10 46 1094 47 1 2 4000 0 1 1 1 1 0 5 3 6 1 0 1 1 1 0
3 16 21 1058 15 2 2 1050 3 2 1 1 2 12 4 2 6 1 0 1 1 1 0
3 15 100 434 44 1 2 1100 0 1 1 1 2 0 5 1 5 1 0 1 1 1 0
3 9 30 1135 15 2 2 1600 3 3 1 1 2 12 4 2 16 2 2 1 1 1 0
3 10 160 589 43 1 2 4200 1 1 1 1 2 24 5 2 6 1 0 1 1 1 0
3 10 160 846 40 1 2 3200 0 1 1 1 2 0 1 2 6 1 0 1 1 1 0
3 1 28 1586 46 1 2 6600 1 1 1 1 2 24 5 1 26 2 0 1 1 2 0
3 10 31 523 46 1 2 3400 0 1 1 1 2 0 5 2 6 1 0 0 0 1 0
3 1 163 1504 32 1 2 4600 1 1 1 1 2 0 5 2 6 1 0 1 1 1 0
3 10 160 509 35 1 1 3500 4 1 1 1 2 36 4 2 6 1 0 1 1 1 2
3 10 160 589 37 1 2 3000 0 1 1 1 2 0 5 2 6 1 0 1 1 1 0
3 1 28 588 14 2 1 2990 1 3 1 1 2 12 4 1 26 2 0 1 1 2 0
3 9 73 439 28 1 2 2300 0 1 0 1 2 0 5 3 5 1 0 1 1 1 0
3 10 45 1475 12 2 2 3190 1 3 1 1 2 12 4 1 29 2 0 1 1 2 0
3 11 88 594 12 2 2 2430 1 2 1 1 2 12 4 3 6 1 0 1 1 2 0
3 1 110 872 65 1 2 9800 3 1 1 1 2 12 4 2 3 1 0 1 1 2 0
3 1 71 635 55 1 2 9000 0 2 1 1 2 0 1 2 7 1 0 1 1 1 0
3 10 68 1554 37 1 6 4850 0 1 1 1 2 0 4 1 7 1 0 1 1 1 0
3 1 74 811 76 1 3 8200 1 2 1 1 1 24 5 2 25 2 0 1 1 1 0
3 1 71 1519 61 1 2 6800 0 2 1 1 1 0 5 2 7 1 0 1 1 1 0
3 10 29 436 13 2 3 4190 1 4 1 2 2 12 4 1 27 2 0 1 1 2 0
3 10 160 661 17 2 2 2100 1 4 1 1 2 12 4 1 6 1 2 1 1 2 0
3 6 32 190 21 1 2 1350 3 1 0 1 2 12 4 1 4 1 0 2 2 1 0
3 12 20 272 35 1 2 4200 1 1 1 1 2 0 5 3 7 1 0 1 1 2 0
3 10 160 864 51 1 2 3500 0 1 1 1 2 0 5 3 6 1 0 1 1 2 2
3 1 128 709 78 1 2 7500 1 2 1 1 2 24 5 1 24 2 0 1 1 2 2
3 1 71 23 56 1 6 7000 1 1 1 1 2 12 5 1 27 2 0 1 1 1 0
3 1 106 1599 34 1 2 5000 1 1 1 1 1 12 5 3 7 2 0 1 1 1 0
3 10 156 353 20 1 3 3500 1 1 0 1 2 24 5 2 3 1 0 1 1 1 0
3 1 71 635 35 1 2 5000 0 1 0 1 2 0 1 3 7 1 0 1 1 1 0
3 10 68 914 55 1 2 8500 0 1 1 1 2 0 4 1 27 2 0 1 1 2 2
3 16 81 728 8 2 2 1600 3 4 2 3 2 36 4 2 7 2 0 1 1 1 0
3 2 123 1294 31 1 2 1600 0 1 0 0 1 0 5 -1 1 1 0 0 0 2 2
3 3 127 1492 8 2 2 2560 1 3 1 1 2 12 4 2 16 2 0 1 1 2 0
3 3 127 1349 16 2 2 2930 1 3 1 1 2 12 4 3 6 1 0 1 1 2 0
3 4 161 254 37 1 2 1200 0 1 0 0 2 0 5 -1 1 1 0 0 0 1 0
3 10 68 1190 23 2 2 2900 3 3 1 2 2 12 4 3 33 2 1 1 1 2 1
3 10 68 1190 25 2 2 3000 3 4 1 3 2 12 4 2 30 2 2 1 1 2 0
3 10 160 846 41 1 2 3000 0 1 0 1 1 0 5 2 6 1 0 1 1 1 0
3 1 71 712 89 1 2 9500 1 2 1 1 2 24 5 1 30 2 0 1 1 1 0
3 1 6 352 90 1 2 9000 1 2 2 1 2 12 4 1 24 2 0 1 1 2 0
3 10 68 1376 38 1 2 4500 1 1 0 1 2 24 4 2 6 1 0 1 1 1 0
3 12 59 1515 49 1 2 6500 1 1 1 1 2 36 5 2 25 2 0 1 1 2 0
3 9 98 412 9 2 4 1460 1 3 1 1 2 12 4 3 6 0 0 0 0 0 0
3 12 164 270 45 1 1 4600 1 1 1 1 2 12 5 3 2 1 0 1 1 2 1
3 10 43 669 67 1 2 3400 0 2 1 1 2 0 5 1 6 1 0 1 1 1 0
3 10 160 1533 32 1 2 4190 1 1 1 1 2 12 4 3 6 1 0 1 1 2 0
3 16 111 820 54 1 2 1900 0 1 1 1 2 0 5 2 18 2 0 1 1 1 0
3 12 20 693 29 1 4 4400 1 1 0 1 2 24 5 2 4 1 0 1 1 2 0
3 1 75 716 47 1 2 7200 1 2 0 1 1 36 5 3 4 1 0 1 1 1 0
3 4 47 734 36 1 2 3300 3 1 1 1 2 12 4 2 8 2 0 1 1 2 0
3 10 96 753 33 1 2 2700 0 1 0 1 1 0 5 3 6 1 0 1 1 1 0
3 16 56 289 17 2 1 1800 3 5 0 2 2 12 4 3 6 1 0 1 1 1 0
3 16 155 1055 68 1 2 4800 0 2 1 1 2 0 4 3 6 1 0 1 1 1 0
3 12 59 573 22 1 2 4800 1 1 1 1 2 24 5 2 4 1 0 1 1 1 0
3 16 9 965 75 1 2 7200 0 2 2 1 2 0 4 1 6 1 0 1 1 1 0
3 16 99 551 117 1 2 8600 0 3 2 2 2 0 4 2 17 2 0 1 1 1 0
3 9 107 40 60 1 2 1800 3 2 1 1 2 12 5 3 6 1 0 1 1 1 0
3 15 100 395 74 1 2 1400 0 1 1 1 2 0 5 1 5 1 0 1 1 1 0
3 10 68 1063 34 1 2 4300 1 1 1 1 2 36 5 2 6 1 2 1 1 2 2
3 9 7 960 10 2 4 1200 3 5 0 1 2 12 4 3 18 0 0 0 0 0 0
3 3 127 793 57 1 2 1950 0 3 0 1 2 0 5 3 6 1 0 1 1 2 0
3 10 43 638 40 1 2 3800 0 1 1 1 2 0 5 1 6 1 0 1 1 1 0
3 1 74 167 99 1 2 8000 1 2 2 1 2 36 5 3 7 1 0 1 1 1 0
3 10 35 310 47 1 2 4500 1 1 1 1 2 12 5 3 6 1 0 1 1 1 0
3 9 7 1493 20 2 2 2050 3 4 0 1 2 12 4 1 18 0 0 0 0 0 0
3 10 43 256 62 1 2 4500 0 2 1 1 2 0 5 3 29 2 0 1 1 2 0
3 1 163 1203 68 1 2 6900 1 2 1 1 2 24 5 1 29 2 0 1 1 2 0
3 10 46 751 25 2 2 2600 3 3 1 1 2 12 4 2 25 2 2 1 1 2 0
3 10 46 1388 48 1 6 4200 0 1 1 1 1 0 5 3 6 1 0 1 1 1 0
3 10 129 1339 27 2 2 2700 3 3 0 3 2 12 4 1 34 2 0 1 1 2 0
3 1 71 1206 29 1 2 5000 1 1 0 1 2 12 5 1 6 1 0 1 1 1 0
3 10 68 1063 34 1 2 4300 0 1 0 1 2 0 5 2 6 1 0 1 1 2 2
3 1 163 953 32 1 2 5000 1 1 0 1 2 36 5 3 6 1 0 1 1 1 0
3 16 155 1250 39 1 2 4000 0 1 1 1 2 0 4 3 6 1 0 1 1 1 0
3 9 98 423 20 2 2 1890 1 4 1 2 2 12 4 2 13 2 0 1 1 2 0
3 12 59 469 55 1 2 5700 1 2 1 1 2 12 5 3 5 1 0 1 1 1 0
3 13 149 676 8 2 4 1288 3 3 2 2 2 12 4 2 18 2 0 1 1 2 0
3 4 161 218 10 2 2 2180 3 4 2 2 2 12 4 2 33 2 2 1 1 2 2
3 9 107 530 71 1 2 1600 1 1 1 1 2 24 5 2 13 2 0 1 1 1 2
3 10 68 1554 14 2 2 3790 1 2 1 1 2 12 4 3 7 1 0 1 1 2 0
3 9 130 235 55 1 2 1500 0 1 1 1 2 12 5 1 6 1 0 1 1 1 0
3 16 21 790 80 1 2 1800 3 2 1 1 2 3 1 3 17 2 0 1 1 2 0
3 16 21 601 57 1 2 1800 0 1 1 1 2 0 5 1 17 2 0 1 1 2 0
3 14 131 1108 15 2 2 1100 3 3 1 1 2 12 4 2 15 0 0 0 0 0 0
3 12 20 476 40 1 2 6000 1 1 0 1 2 36 4 3 6 1 0 1 1 2 0
3 11 143 866 23 1 2 2400 0 2 0 1 2 0 5 3 5 1 0 1 1 1 0
3 9 130 1452 57 1 2 1100 0 1 1 1 2 12 5 -2 11 2 0 1 1 2 0
3 6 83 245 98 1 2 1300 0 2 2 1 2 0 5 2 4 1 0 1 1 1 2
3 1 163 890 15 1 2 3000 1 1 0 1 2 0 5 3 6 1 0 1 1 2 2
3 9 30 1491 18 2 2 1880 3 4 1 1 2 12 4 3 6 1 2 1 1 2 0
3 16 111 767 43 1 6 1600 1 1 1 1 2 0 5 1 5 1 0 1 1 2 0
3 1 110 416 50 1 2 9300 1 1 1 1 2 12 4 3 1 1 0 1 1 2 2
3 12 145 1276 27 1 2 5500 1 1 0 1 2 24 5 2 6 1 0 1 1 1 0
3 12 59 1231 25 1 2 6800 0 1 1 1 2 0 5 3 31 2 0 1 1 2 2
3 9 107 127 129 1 2 1000 1 3 2 2 2 24 5 2 6 1 0 1 1 1 0
3 9 130 925 49 1 2 1800 0 2 2 1 2 0 5 1 5 1 0 1 1 2 2
3 1 74 199 32 1 2 5200 0 1 0 1 2 0 5 1 6 1 0 1 1 1 0
3 1 49 1235 84 1 1 9300 1 2 2 1 2 12 4 2 30 2 0 1 1 1 0
3 12 20 802 42 1 2 6000 1 1 1 1 2 12 5 3 6 1 0 1 1 2 2
3 10 96 1052 53 1 2 4500 0 2 1 1 2 0 5 2 6 1 0 1 1 2 0
3 10 129 1339 23 2 2 2400 3 3 1 3 2 12 4 3 35 2 0 1 1 2 0
3 10 129 1339 24 2 2 2600 3 3 1 3 2 12 4 1 35 2 0 1 1 2 0
3 9 112 1410 6 2 4 2290 1 3 1 1 2 12 4 3 6 1 0 1 1 2 0
3 9 130 1236 57 1 2 1800 0 2 1 1 2 0 1 3 5 1 0 1 1 2 0
3 14 13 431 15 2 4 1499 3 3 0 3 2 24 4 2 5 2 0 1 1 2 0
3 13 146 243 81 1 2 1400 0 2 1 1 2 0 5 3 8 1 0 0 0 0 0
3 9 73 566 25 1 2 2100 5 1 0 1 2 12 4 1 6 1 2 1 1 1 0
3 4 47 1508 44 1 2 3300 0 1 1 1 2 0 5 3 6 1 0 1 1 1 0
3 9 7 400 20 2 2 1700 3 4 1 1 2 12 4 1 14 2 2 2 2 1 0
3 9 136 1392 20 1 2 1800 0 1 1 1 2 0 5 3 4 1 0 1 1 1 0
3 10 29 444 28 1 2 3800 1 1 0 1 2 12 5 3 5 1 0 1 1 1 0
3 9 7 400 12 2 2 1300 3 3 1 1 2 12 4 3 14 2 2 2 2 1 0
3 9 130 906 59 1 2 1800 0 1 1 1 2 0 5 1 6 1 0 1 1 2 1
3 10 129 1339 22 2 2 2700 3 2 1 1 2 12 4 2 35 2 0 1 1 2 0
3 10 129 1339 25 2 2 2800 3 4 1 4 2 12 4 3 30 2 0 1 1 2 0
3 9 30 1357 17 2 2 1400 1 3 0 2 2 24 4 2 6 1 2 1 1 1 0
3 1 71 239 31 1 2 3600 1 1 0 1 2 24 5 3 7 1 0 1 1 1 0
3 9 30 1357 23 2 2 1800 1 3 0 2 2 24 4 2 6 1 2 1 1 1 0
3 9 130 1236 79 1 2 1100 0 1 1 1 2 0 5 3 14 2 0 1 1 1 0
3 9 135 561 65 1 2 2000 1 2 1 1 2 12 5 2 5 1 0 1 1 1 0
3 9 30 1357 18 2 2 1450 1 3 0 2 2 24 4 2 6 1 2 1 1 1 0
3 9 30 1357 18 2 2 1600 3 3 1 1 2 12 4 1 16 2 2 1 1 1 0
3 9 30 1357 16 2 2 1950 1 4 1 4 2 24 4 2 6 1 2 1 1 1 2
3 15 133 1358 54 1 0 1000 0 1 1 1 0 0 0 3 21 1 0 1 1 1 0
3 1 110 340 44 1 6 7600 1 2 0 1 2 12 5 2 5 1 0 1 1 1 0
3 9 33 99 12 2 4 1300 3 3 1 1 2 12 4 1 17 2 2 2 2 1 2
3 9 30 1357 18 2 2 1700 3 1 0 0 2 12 4 2 18 2 0 1 1 1 0
3 12 20 11 59 1 2 6800 1 2 0 1 2 12 5 2 24 2 0 1 1 2 2
3 1 25 440 107 1 2 9500 1 2 2 2 2 24 5 2 22 2 0 1 1 2 2
3 9 44 188 15 2 4 1350 3 4 1 2 2 12 4 1 6 2 2 1 1 1 0
3 14 78 959 12 2 4 1200 3 5 2 2 2 12 4 3 6 0 0 0 0 0 0
3 10 119 1584 69 1 2 4300 1 2 1 1 2 12 5 3 6 1 0 0 0 2 0
3 9 137 1240 87 1 2 1900 0 2 2 1 2 0 5 2 13 2 0 1 1 2 2
3 9 30 1591 22 2 2 2250 3 3 1 1 2 12 4 2 11 2 2 1 1 2 0
3 4 16 1336 31 1 2 3000 0 1 0 1 2 0 5 3 5 1 0 1 1 1 0
3 12 164 993 52 1 2 6000 1 2 1 1 2 12 5 3 6 1 0 1 1 2 2
3 16 52 1536 31 1 2 1590 3 1 1 1 2 12 4 1 8 2 2 2 2 1 2
3 1 74 811 55 1 1 6000 1 1 1 1 1 12 5 2 25 2 0 1 1 1 0
3 1 110 641 46 1 2 8500 1 1 1 1 1 12 5 2 5 1 0 1 1 1 0
3 16 81 211 10 2 7 1600 3 3 1 1 2 12 4 3 6 1 2 1 1 1 2
3 1 163 1489 41 1 6 4700 1 1 1 1 2 12 5 3 6 1 0 1 1 2 2
3 1 28 24 65 1 2 9500 1 2 1 1 1 12 5 2 22 2 0 1 1 2 0
3 1 110 851 40 1 2 7500 1 1 0 1 2 24 5 3 6 1 0 1 1 1 0
3 9 69 752 48 1 2 1200 0 1 1 1 2 0 5 -2 4 1 0 1 1 1 0
3 4 47 734 30 1 2 2700 3 1 1 1 2 12 4 2 11 2 0 1 1 2 0
3 12 59 312 40 1 3 6200 1 1 1 1 2 12 5 2 29 2 0 1 1 1 1
3 1 71 1519 44 1 2 4500 0 2 0 1 2 0 5 3 7 1 0 1 1 1 0
3 10 129 1339 25 2 2 2800 3 3 1 3 2 12 4 3 35 2 0 1 1 2 0
3 1 28 1586 37 1 2 5600 1 1 1 1 2 12 5 3 7 2 0 1 1 2 2
3 6 83 1218 92 1 2 1500 0 2 1 1 2 0 5 2 5 1 0 1 1 1 0
3 12 20 1346 34 1 4 4000 1 1 0 1 2 24 5 3 6 1 0 1 1 2 2
3 12 145 1464 32 1 7 4500 1 1 1 1 2 24 5 3 2 1 0 0 0 0 0
3 10 129 1339 26 2 4 2500 3 4 0 4 2 12 4 3 35 2 2 1 1 2 1
3 10 68 983 41 1 2 4200 1 1 1 1 1 24 5 3 6 1 0 1 1 2 0
3 10 129 1339 17 2 2 2350 3 3 1 2 2 12 4 3 25 2 1 1 1 2 1
3 4 16 682 53 1 2 2800 0 1 0 1 2 0 1 3 5 1 0 1 1 1 0
3 15 133 1478 51 1 2 1300 0 1 1 1 2 0 5 1 10 1 0 1 1 1 0
3 10 46 464 41 1 2 4000 1 1 1 1 2 36 4 3 6 1 2 1 1 2 2
3 9 135 1121 53 1 2 2000 0 1 1 1 2 24 1 3 4 1 0 1 1 1 0
3 12 59 1515 52 1 2 6000 0 1 1 1 2 0 5 2 25 2 0 1 1 2 0
3 10 160 1438 44 1 2 3400 0 1 1 1 2 0 1 2 6 1 0 1 1 1 0
3 6 91 1421 64 1 2 1600 0 2 1 1 2 0 5 3 6 1 0 1 1 1 0
3 10 68 178 30 2 2 3000 3 3 1 2 2 12 4 2 30 2 2 1 1 2 2
3 4 151 915 13 2 2 2990 1 3 1 1 2 12 4 2 26 2 0 1 1 2 0
3 15 100 408 68 1 2 1200 0 1 2 1 2 0 5 2 24 1 0 0 0 0 0
3 1 75 600 84 1 2 8500 1 2 1 1 2 36 5 1 20 2 0 1 1 1 0
3 1 28 24 64 1 6 9500 1 2 1 1 2 12 5 1 32 2 0 1 1 2 0
3 9 130 766 104 1 2 2000 0 2 2 1 2 0 5 2 6 1 0 1 1 2 2
3 9 130 1014 56 1 2 1900 1 1 1 1 2 12 5 3 17 1 0 2 2 1 0
3 4 132 1185 10 2 2 1750 3 3 1 1 2 12 4 3 34 2 0 1 1 1 0
3 12 20 476 26 1 4 5200 1 1 1 1 2 12 5 1 15 2 0 1 1 2 0
3 1 28 671 42 1 4 6300 0 1 1 1 2 0 5 3 15 2 0 1 1 2 0
3 9 30 1591 22 2 2 2000 3 3 1 3 2 12 4 2 6 1 2 1 1 2 0
3 9 30 1591 18 2 2 1950 3 3 1 1 2 12 4 2 11 2 2 1 1 2 0
3 9 11 1311 14 2 2 2300 1 3 1 2 2 12 4 1 6 1 2 1 1 1 0
3 10 46 1120 39 1 2 4500 0 1 1 1 2 0 5 3 6 1 0 1 1 2 2
3 1 28 24 69 1 2 9000 1 2 1 1 2 24 5 3 18 2 0 1 1 2 0
3 1 75 539 42 1 2 5300 1 1 1 1 2 24 5 3 6 1 0 1 1 1 0
3 1 71 349 60 1 2 6500 1 2 1 1 1 12 5 3 7 1 0 1 1 2 2
3 12 20 476 38 1 2 5100 1 1 0 1 2 36 5 3 6 1 0 1 1 2 0
3 1 87 132 54 1 2 7200 1 1 1 1 2 12 5 3 23 2 0 1 1 1 0
3 10 3 900 17 2 2 2400 3 3 1 2 2 12 4 3 4 1 1 1 1 1 1
3 12 20 1346 48 1 2 5800 1 2 1 1 2 12 5 1 6 1 0 1 1 2 2
3 10 46 1007 38 1 2 4490 1 1 1 1 2 12 4 3 6 1 0 1 1 2 0
3 9 135 581 53 1 2 1300 0 1 1 1 2 0 5 2 4 1 0 1 1 1 0
3 10 3 947 40 1 2 4500 0 1 1 1 2 0 1 2 6 1 0 1 1 2 2
3 12 20 217 21 1 3 3600 1 1 1 1 2 24 5 2 7 1 0 1 1 2 2
3 9 130 265 55 1 2 1100 0 1 1 1 2 0 5 3 5 1 0 1 1 1 0
3 9 44 1243 52 1 2 2200 0 2 1 1 2 0 5 1 5 1 0 1 1 1 0
3 10 46 398 8 2 4 2290 1 3 1 1 2 12 4 3 6 1 2 1 1 2 0
3 10 45 1199 15 1 2 1800 0 1 0 0 2 0 5 1 29 1 0 1 1 2 2
3 9 62 1144 25 1 2 2150 0 1 1 1 2 0 5 3 3 1 0 0 0 0 0
3 10 3 579 16 2 2 3590 1 4 1 2 2 12 4 3 14 2 0 1 1 2 0
3 10 129 670 35 1 2 3600 3 1 0 1 2 12 4 1 17 2 2 1 1 1 2
3 7 66 345 35 1 2 3500 0 1 1 1 2 0 5 3 7 1 0 1 1 1 0
3 10 119 1128 40 1 2 3500 0 1 1 1 2 0 5 2 6 1 0 1 1 2 2
3 2 103 687 9 2 4 2290 1 3 1 1 2 12 4 3 6 1 0 1 1 2 0
3 15 100 1320 80 1 2 1450 0 2 1 1 2 0 5 3 6 1 0 1 1 1 0
3 10 96 1052 53 1 2 4500 0 2 0 1 2 0 5 3 6 1 0 1 1 2 0
3 2 103 687 10 2 4 2330 1 4 1 2 2 12 4 1 26 1 0 1 1 2 0
3 1 71 712 12 2 2 2890 1 3 1 1 2 12 4 2 30 2 0 1 1 2 0
